distname,district_id,county,dflchart,dflalted,asvab_status,tea description,nces description,charter school (y/n),tea district type,nces district type,region,cntyname,district 2023 staff: teacher student ratio,district 2022-23 total students count,district 2023 staff: all staff total full time equiv count,district 2022-23 african american students percent,district 2022-23 american indian students percent,district 2022-23 asian students percent,district 2022-23 hispanic students percent,district 2022-23 pacific islander students percent,district 2022-23 white students percent,district 2022-23 two or more races students percent,district 2022-23 economically disadvantaged students percent,district 2022-23 title i students percent,district 2022-23 special education students percent,district 2022-23 section 504 students percent,district 2022-23 bilingual/esl education students percent,district 2022-23 emergent bilingual/english learner students percent,district 2022-23 homeless students percent,district 2022-23 immigrant students percent,district 2022-23 migrant students percent,district 2022-23 military connected students percent,district 2022-23 foster care students percent,district 2022-23 gifted & talented education students percent
BOERNE ISD,130901,'130,N,N, ,Major Suburban,Rural-Fringe,N,B,41,'20,KENDALL,15.8,10763.0,1255.0,1.2,0.2,2.4,33.1,0.1,60.1,2.9,19.3,3.1,14.5,10.7,8.1,6.8,0.3,1.1,0.1,5.2,0.2,9.8
COMFORT ISD,130902,'130,N,N, ,Non-metropolitan Stable,Town-Distant,N,G,32,'13,KENDALL,13.1,1104.0,155.8,0.3,0.1,0.5,58.6,0.2,39.4,1.0,55.5,100.0,15.9,8.2,14.2,16.5,1.1,0.2,0.4,0.5,0.0,6.3
KENEDY COUNTY WIDE CSD,131001,'131,N,N, ,Rural,Rural-Remote,N,H,43,'02,KENEDY,8.9,98.0,25.8,2.0,0.0,0.0,67.3,0.0,30.6,0.0,40.8,0.0,16.3,11.2,4.1,4.1,0.0,1.0,1.0,17.3,0.0,15.3
JAYTON-GIRARD ISD,132902,'132,N,N, ,Rural,Rural-Remote,N,H,43,'17,KENT,7.9,175.0,42.8,0.0,0.0,0.0,21.1,0.0,76.6,2.3,42.9,100.0,11.4,10.9,0.0,0.0,0.0,0.0,0.0,0.0,1.7,8.6
CENTER POINT ISD,133901,'133,N,N, ,Rural,Rural-Distant,N,H,42,'20,KERR,12.2,549.0,110.9,0.4,0.2,0.4,63.4,0.0,34.2,1.5,71.6,100.0,19.3,7.7,23.7,23.9,1.5,2.6,0.0,2.6,0.4,5.5
HUNT ISD,133902,'133,N,N, ,Rural,Rural-Distant,N,H,42,'20,KERR,10.7,202.0,33.5,0.5,0.5,0.0,35.1,0.5,61.9,1.5,47.5,100.0,11.4,10.4,11.4,11.4,0.0,1.5,1.0,0.0,0.0,9.9
KERRVILLE ISD,133903,'133,N,N, ,Independent Town,Rural-Fringe,N,E,41,'20,KERR,15.5,4878.0,658.3,1.6,0.4,1.3,45.2,0.0,49.3,2.1,56.8,69.3,12.9,12.2,8.8,8.9,0.9,0.7,0.1,0.6,0.5,8.2
INGRAM ISD,133904,'133,N,N, ,Non-metropolitan Stable,Rural-Fringe,N,G,41,'20,KERR,12.8,1240.0,190.7,0.4,0.1,0.6,45.2,0.0,51.6,2.1,69.7,46.0,15.3,9.2,17.1,17.7,0.6,1.5,0.6,0.6,0.7,8.7
DIVIDE ISD,133905,'133,N,N, ,Rural,Rural-Remote,N,H,43,'20,KERR,12.5,37.0,8.0,0.0,0.0,0.0,29.7,0.0,70.3,0.0,54.1,0.0,21.6,2.7,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0
JUNCTION ISD,134901,'134,N,N, ,Rural,Town-Remote,N,H,33,'15,KIMBLE,11.5,619.0,107.1,0.5,0.0,0.3,37.2,0.0,60.1,1.9,63.8,100.0,14.5,8.6,5.2,5.2,0.0,0.0,0.8,0.2,0.0,10.0
GUTHRIE CSD,135001,'135,N,N, ,Rural,Rural-Remote,N,H,43,'17,KING,6.7,119.0,29.8,0.0,0.0,0.0,5.0,0.0,95.0,0.0,15.1,0.0,8.4,10.1,3.4,3.4,0.0,0.0,0.0,10.9,0.0,0.8
BRACKETT ISD,136901,'136,N,N, ,Rural,Town-Remote,N,H,33,'20,KINNEY,9.9,552.0,120.7,0.2,0.4,0.0,73.4,0.0,25.2,0.9,64.3,65.0,17.8,11.1,3.1,3.3,0.2,0.7,2.0,2.9,0.4,5.3
KINGSVILLE ISD,137901,'137,N,N, ,Independent Town,Town-Distant,N,E,32,'02,KLEBERG,13.6,2694.0,461.1,3.0,0.0,0.8,85.3,0.1,9.7,1.2,82.6,96.4,16.6,4.7,3.3,3.8,0.3,0.3,0.1,1.6,0.1,2.5
RICARDO ISD,137902,'137,N,N, ,Rural,Rural-Distant,N,H,42,'02,KLEBERG,14.3,655.0,99.6,0.9,0.0,0.6,85.8,0.0,12.4,0.3,51.6,100.0,13.6,7.2,2.4,2.4,1.2,0.0,0.0,6.6,0.3,5.8
RIVIERA ISD,137903,'137,N,N, ,Rural,Rural-Remote,N,H,43,'02,KLEBERG,11.0,478.0,87.4,0.2,0.0,0.4,72.0,0.0,25.5,1.9,50.8,99.8,8.8,7.1,2.7,2.7,0.2,0.2,0.6,8.2,0.2,2.3
SANTA GERTRUDIS ISD,137904,'137,N,N, ,Rural,Town-Distant,N,H,32,'02,KLEBERG,15.2,823.0,108.7,0.7,0.4,1.6,77.6,0.0,19.2,0.5,44.8,100.0,7.7,8.1,1.1,1.3,0.0,0.0,0.1,3.2,0.0,16.4
KNOX CITY-O'BRIEN CISD,138902,'138,N,N, ,Rural,Rural-Remote,N,H,43,'09,KNOX,8.1,209.0,58.6,1.9,0.0,0.5,59.3,0.0,36.8,1.4,65.6,100.0,20.6,11.5,6.7,6.7,2.9,1.0,0.0,3.3,0.0,0.0
MUNDAY CISD,138903,'138,N,N, ,Rural,Rural-Remote,N,H,43,'09,KNOX,9.3,409.0,81.5,3.7,0.0,0.7,55.0,0.0,37.7,2.9,59.4,100.0,15.9,16.1,4.9,4.9,0.2,1.2,0.0,0.7,0.0,3.4
BENJAMIN ISD,138904,'138,N,N, ,Rural,Rural-Remote,N,H,43,'09,KNOX,7.8,130.0,27.9,0.8,0.0,0.0,38.5,0.0,56.9,3.8,72.3,100.0,16.2,10.8,1.5,1.5,1.5,0.8,0.0,0.0,0.8,1.5
CHISUM ISD,139905,'139,N,N, ,Non-metropolitan Stable,Rural-Fringe,N,G,41,'08,LAMAR,12.0,1179.0,173.5,3.5,1.1,0.0,10.2,0.0,81.3,3.9,43.4,100.0,13.4,20.8,5.0,5.5,1.5,0.0,0.5,7.5,0.3,4.5
PARIS ISD,139909,'139,N,N, ,Independent Town,Town-Remote,N,E,33,'08,LAMAR,12.6,3856.0,586.9,30.7,0.8,0.8,25.4,0.3,31.7,10.3,78.5,69.2,13.1,12.8,12.0,13.0,0.6,0.5,0.0,0.6,0.4,11.8
NORTH LAMAR ISD,139911,'139,N,N, ,Non-metropolitan Stable,Rural-Fringe,N,G,41,'08,LAMAR,12.1,2450.0,416.0,3.9,1.8,1.1,12.4,0.1,72.7,7.9,57.4,48.8,16.1,14.4,3.7,3.9,1.5,0.2,0.0,0.6,0.2,6.9
PRAIRILAND ISD,139912,'139,N,N, ,Non-metropolitan Stable,Rural-Distant,N,G,42,'08,LAMAR,12.3,1099.0,162.3,1.1,0.8,0.0,10.6,0.0,84.3,3.3,53.9,50.9,10.7,13.2,3.5,3.6,0.0,0.0,0.0,2.5,0.0,5.6
AMHERST ISD,140901,'140,N,N, ,Rural,Rural-Distant,N,H,42,'17,LAMB,6.1,120.0,32.2,3.3,0.0,0.0,87.5,0.0,7.5,1.7,86.7,100.0,14.2,2.5,57.5,57.5,0.0,4.2,2.5,1.7,0.0,3.3
LITTLEFIELD ISD,140904,'140,N,N, ,Non-metropolitan Stable,Town-Distant,N,G,32,'17,LAMB,13.1,1203.0,190.8,2.8,0.2,0.3,76.6,0.0,19.2,0.9,73.4,100.0,13.5,6.3,9.1,9.4,0.7,0.3,5.2,2.2,0.2,5.6
OLTON ISD,140905,'140,N,N, ,Rural,Rural-Remote,N,H,43,'17,LAMB,11.3,597.0,108.8,0.8,0.0,0.0,75.0,0.0,23.5,0.7,70.5,100.0,13.6,8.4,18.9,18.9,0.3,0.5,8.2,2.2,0.0,6.2
SPRINGLAKE-EARTH ISD,140907,'140,N,N, ,Rural,Rural-Remote,N,H,43,'17,LAMB,9.7,310.0,64.5,0.0,0.0,0.3,71.9,0.0,27.4,0.3,75.2,100.0,12.3,6.1,21.9,21.9,1.3,0.0,6.1,1.6,0.0,5.5
SUDAN ISD,140908,'140,N,N, ,Rural,Rural-Remote,N,H,43,'17,LAMB,11.0,474.0,72.4,1.7,0.0,0.2,50.2,0.0,46.4,1.5,53.6,100.0,14.3,8.2,8.2,8.4,0.6,0.4,0.2,0.4,0.2,6.5
LAMPASAS ISD,141901,'141,N,N, ,Other Central City Suburban,Rural-Fringe,N,D,41,'12,LAMPASAS,13.6,3567.0,574.4,2.2,0.3,0.6,30.4,0.6,60.4,5.5,51.3,47.2,18.1,12.7,3.9,4.0,1.3,0.4,0.0,27.4,1.1,5.7
LOMETA ISD,141902,'141,N,N, ,Rural,Rural-Remote,N,H,43,'12,LAMPASAS,10.1,276.0,59.6,2.2,1.4,1.4,50.7,0.4,42.8,1.1,84.1,100.0,16.7,12.0,13.8,15.2,6.5,1.4,8.7,4.7,2.5,1.4
COTULLA ISD,142901,'142,N,N, ,Non-metropolitan Stable,Town-Remote,N,G,33,'20,LA SALLE,11.0,1170.0,266.5,0.3,0.2,0.3,94.7,0.0,3.8,0.6,84.9,100.0,17.0,15.5,6.3,7.2,0.4,0.1,0.0,3.6,0.0,6.1
HALLETTSVILLE ISD,143901,'143,N,N, ,Non-metropolitan Stable,Rural-Remote,N,G,43,'03,LAVACA,13.2,1172.0,173.0,8.1,0.2,0.9,19.4,0.1,68.1,3.2,40.0,100.0,13.7,12.1,3.5,3.5,0.3,0.0,0.0,0.1,0.1,5.9
MOULTON ISD,143902,'143,N,N, ,Rural,Rural-Remote,N,H,43,'03,LAVACA,12.0,304.0,53.9,1.0,0.3,0.3,46.4,0.0,49.3,2.6,52.0,54.6,21.4,7.9,11.8,12.8,0.0,0.0,0.0,0.0,0.0,3.6
SHINER ISD,143903,'143,N,N, ,Rural,Rural-Distant,N,H,42,'03,LAVACA,13.5,724.0,92.7,4.0,0.6,0.6,20.3,0.0,70.7,3.9,30.1,100.0,14.0,8.6,2.3,2.3,0.7,0.0,0.0,0.0,0.0,3.5
VYSEHRAD ISD,143904,'143,N,N, ,Rural,Rural-Remote,N,H,43,'03,LAVACA,10.3,113.0,20.3,9.7,0.0,0.0,18.6,0.0,63.7,8.0,51.3,100.0,9.7,4.4,0.0,0.0,0.0,0.0,0.0,1.8,0.0,5.3
SWEET HOME ISD,143905,'143,N,N, ,Rural,Rural-Distant,N,H,42,'03,LAVACA,12.4,145.0,21.8,0.0,0.0,0.0,10.3,0.0,87.6,2.1,20.0,17.2,6.2,10.3,0.0,0.0,5.5,0.0,0.0,0.7,0.7,5.5
EZZELL ISD,143906,'143,N,N, ,Rural,Rural-Remote,N,H,43,'03,LAVACA,10.1,112.0,20.7,0.9,0.0,0.9,16.1,0.0,75.9,6.3,42.9,85.7,8.9,5.4,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
GIDDINGS ISD,144901,'144,N,N, ,Other Central City Suburban,Rural-Fringe,N,D,41,'13,LEE,13.1,1930.0,246.0,6.5,0.1,0.5,57.7,0.1,32.3,2.8,59.3,100.0,12.2,8.1,12.9,23.4,1.1,0.9,0.1,0.9,0.1,7.0
LEXINGTON ISD,144902,'144,N,N, ,Other Central City Suburban,Rural-Remote,N,D,43,'13,LEE,12.7,1084.0,158.7,4.2,0.3,0.0,22.1,0.2,69.0,4.2,40.3,100.0,15.5,13.4,6.3,6.2,0.2,0.8,0.0,0.8,1.0,5.4
DIME BOX ISD,144903,'144,N,N, ,Rural,Rural-Remote,N,H,43,'13,LEE,9.1,170.0,35.2,27.6,0.0,0.0,45.9,0.0,20.6,5.9,77.1,100.0,22.9,5.9,16.5,16.5,0.0,0.0,0.0,0.0,2.4,6.5
BUFFALO ISD,145901,'145,N,N, ,Non-metropolitan Stable,Rural-Remote,N,G,43,'06,LEON,13.2,1052.0,171.1,3.7,0.2,0.9,42.6,0.0,50.4,2.3,65.3,100.0,12.6,7.9,20.0,20.7,0.0,0.6,0.0,3.8,0.1,5.1
CENTERVILLE ISD,145902,'145,N,N, ,Rural,Rural-Remote,N,H,43,'06,LEON,11.7,691.0,108.1,6.8,0.3,1.3,11.6,0.0,77.0,3.0,49.5,43.0,11.6,16.5,3.0,3.2,5.1,0.0,0.0,1.4,0.1,2.7
NORMANGEE ISD,145906,'145,N,N, ,Rural,Rural-Remote,N,H,43,'06,LEON,11.7,637.0,105.7,5.0,0.2,1.3,14.8,0.2,74.3,4.4,52.4,46.8,14.4,13.3,3.5,3.8,0.3,0.0,0.0,0.5,0.0,5.2
OAKWOOD ISD,145907,'145,N,N, ,Rural,Rural-Remote,N,H,43,'06,LEON,10.6,230.0,48.2,22.6,0.0,0.0,11.3,0.0,58.3,7.8,88.3,100.0,12.6,5.2,2.2,2.2,0.0,0.0,0.0,3.0,0.0,2.2
LEON ISD,145911,'145,N,N, ,Rural,Rural-Remote,N,H,43,'06,LEON,13.0,766.0,119.8,1.0,1.7,2.2,34.3,0.0,58.2,2.5,56.4,55.0,11.6,8.9,14.2,15.0,0.4,2.1,0.1,4.4,0.0,3.9
CLEVELAND ISD,146901,'146,N,N, ,Other Central City,Town-Fringe,N,C,31,'04,LIBERTY,14.7,11567.0,1718.1,3.4,0.1,0.2,85.9,0.0,9.3,1.1,94.4,98.0,9.5,3.5,59.0,59.9,1.0,3.5,0.1,0.6,0.1,4.2
DAYTON ISD,146902,'146,N,N, ,Other Central City Suburban,Town-Distant,N,D,32,'04,LIBERTY,15.9,5776.0,797.3,6.7,0.4,0.5,46.6,0.0,43.3,2.5,71.8,100.0,14.7,6.1,18.9,21.7,0.8,0.4,0.0,2.9,0.6,6.6
DEVERS ISD,146903,'146,N,N, ,Rural,Rural-Distant,N,H,42,'04,LIBERTY,16.1,204.0,23.7,5.4,0.0,0.0,26.0,0.0,65.2,3.4,34.8,100.0,11.3,5.4,7.8,7.8,0.0,0.0,0.0,2.5,0.5,2.9
HARDIN ISD,146904,'146,N,N, ,Non-metropolitan Stable,Rural-Distant,N,G,42,'05,LIBERTY,17.0,1317.0,161.7,2.7,0.6,0.3,17.8,0.0,75.1,3.5,62.1,100.0,12.3,5.5,3.4,3.5,1.1,0.0,0.0,0.1,0.3,4.6
HULL-DAISETTA ISD,146905,'146,N,N, ,Rural,Rural-Distant,N,H,42,'05,LIBERTY,11.6,431.0,86.2,11.1,0.9,0.0,7.0,0.0,76.3,4.6,73.8,100.0,20.2,13.2,1.9,1.9,38.7,0.0,0.0,7.0,0.2,4.9
LIBERTY ISD,146906,'146,N,N, ,Other Central City Suburban,Rural-Fringe,N,D,41,'05,LIBERTY,16.7,2398.0,368.4,13.6,0.1,1.1,41.6,0.0,39.9,3.6,67.8,100.0,15.1,7.1,16.1,19.3,1.2,0.9,0.0,0.8,0.5,6.5
TARKINGTON ISD,146907,'146,N,N, ,Other Central City Suburban,Rural-Distant,N,D,42,'04,LIBERTY,15.3,1893.0,259.0,0.7,0.2,0.2,15.2,0.1,81.0,2.6,57.1,72.8,16.2,8.5,5.8,5.9,0.7,0.2,0.0,3.7,0.2,5.8
COOLIDGE ISD,147901,'147,N,N, ,Rural,Rural-Distant,N,H,42,'12,LIMESTONE,10.0,295.0,51.9,16.3,0.0,0.3,50.2,0.0,29.5,3.7,76.9,100.0,20.0,15.9,13.2,13.2,0.0,0.0,1.4,1.4,0.0,2.7
GROESBECK ISD,147902,'147,N,N, ,Non-metropolitan Stable,Rural-Fringe,N,G,41,'12,LIMESTONE,12.7,1573.0,270.9,9.5,0.4,0.9,29.9,0.0,54.4,4.9,65.2,70.9,14.0,9.8,6.3,6.4,1.6,0.0,0.1,0.4,0.2,7.4
MEXIA ISD,147903,'147,N,N, ,Non-metropolitan Stable,Town-Remote,N,G,33,'12,LIMESTONE,11.8,1864.0,349.5,23.0,0.2,1.0,52.1,0.6,18.3,4.9,82.7,99.4,16.7,9.6,20.3,20.9,1.5,0.7,0.3,2.5,0.1,3.1
BOOKER ISD,148901,'148,N,N, ,Rural,Rural-Remote,N,H,43,'16,LIPSCOMB,9.3,343.0,67.2,0.6,0.3,0.0,76.7,0.0,21.3,1.2,57.4,100.0,8.2,5.8,31.2,31.2,5.2,6.4,2.6,0.6,0.0,3.2
FOLLETT ISD,148902,'148,N,N, ,Rural,Rural-Remote,N,H,43,'16,LIPSCOMB,10.1,184.0,35.1,0.0,2.2,0.0,31.5,0.0,64.7,1.6,54.9,100.0,18.5,8.2,9.8,9.8,0.0,0.0,0.0,6.5,0.0,6.5
DARROUZETT ISD,148905,'148,N,N, ,Rural,Rural-Remote,N,H,43,'16,LIPSCOMB,5.4,112.0,34.1,0.0,0.9,0.0,51.8,0.0,43.8,3.6,72.3,100.0,17.9,5.4,21.4,23.2,0.0,0.0,1.8,0.0,0.0,6.3
GEORGE WEST ISD,149901,'149,N,N, ,Non-metropolitan Stable,Rural-Remote,N,G,43,'02,LIVE OAK,12.7,1083.0,186.3,0.3,0.5,0.6,58.2,0.0,38.8,1.8,63.8,74.1,12.0,10.3,4.8,4.8,0.4,0.3,0.2,2.5,0.7,7.9
THREE RIVERS ISD,149902,'149,N,N, ,Rural,Rural-Remote,N,H,43,'02,LIVE OAK,10.7,585.0,109.4,0.3,0.0,0.2,64.6,0.2,33.3,1.4,63.2,100.0,14.5,9.9,4.4,4.6,0.5,0.0,0.0,0.0,0.3,8.2
LLANO ISD,150901,'150,N,N, ,Non-metropolitan Stable,Rural-Fringe,N,G,41,'13,LLANO,13.2,1937.0,301.5,0.8,0.3,0.6,31.9,0.1,63.3,2.9,68.5,49.7,14.7,7.0,13.2,13.5,0.1,2.9,0.0,7.4,0.3,4.9
TEXAS TECH UNIVERSITY K-12,152504,'152,N,N,ASVAB Test not Offered,Other Central City Suburban,City-Large,N,D,11,'17,LUBBOCK,12.8,735.0,146.6,7.6,0.3,4.5,24.1,0.3,59.9,3.4,6.7,0.0,3.7,6.5,0.0,0.0,0.8,0.0,0.0,0.0,0.0,5.0
RISE ACADEMY,152802,'152,Y,N, ,Charter Schools,City-Large,Y,I,11,'17,LUBBOCK,13.4,297.0,43.3,74.7,0.0,0.0,20.9,0.0,0.7,3.7,86.2,100.0,12.8,0.0,0.0,0.0,1.7,0.0,0.0,1.0,1.3,0.0
TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK,152803,'152,Y,Y, ,Charter Schools,City-Large,Y,I,11,'17,LUBBOCK,42.8,226.0,9.0,7.5,0.0,0.9,84.1,0.0,6.6,0.9,85.0,100.0,13.3,3.1,0.0,0.0,0.4,0.0,0.0,0.0,1.3,0.0
BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION,152806,'152,Y,N, ,Charter Schools,City-Large,Y,I,11,'17,LUBBOCK,9.7,175.0,44.2,13.7,0.6,0.6,41.7,1.7,37.7,4.0,73.7,100.0,38.9,4.6,0.0,0.0,1.1,0.0,0.0,2.3,0.0,0.0
LUBBOCK ISD,152901,'152,N,N, ,Other Central City,City-Large,N,C,11,'17,LUBBOCK,13.3,25247.0,3372.3,13.8,0.4,1.7,60.0,0.2,21.3,2.5,72.9,96.8,15.7,7.4,6.8,6.3,2.3,0.8,0.2,1.2,0.4,8.6
NEW DEAL ISD,152902,'152,N,N, ,Rural,Rural-Fringe,N,H,41,'17,LUBBOCK,12.7,757.0,109.3,1.8,0.7,0.0,52.4,0.1,43.5,1.5,70.9,36.3,11.8,13.2,3.4,3.4,0.3,0.0,0.1,1.2,0.9,5.0
SLATON ISD,152903,'152,N,N, ,Other Central City Suburban,Town-Fringe,N,D,31,'17,LUBBOCK,11.0,1268.0,281.5,5.1,0.0,0.2,64.4,0.0,28.5,1.8,72.9,100.0,19.2,6.5,4.7,4.7,1.1,0.3,0.0,3.4,0.2,6.5
LUBBOCK-COOPER ISD,152906,'152,N,N, ,Other Central City Suburban,Rural-Fringe,N,D,41,'17,LUBBOCK,13.0,7750.0,1092.1,2.5,0.2,2.0,39.5,0.1,53.1,2.6,36.2,41.1,12.4,9.8,4.9,4.2,1.8,0.0,0.1,1.6,0.1,5.3
FRENSHIP ISD,152907,'152,N,N, ,Other Central City Suburban,Suburb-Midsize,N,D,22,'17,LUBBOCK,15.7,11165.0,1286.3,4.1,0.2,3.0,48.8,0.1,40.5,3.4,51.1,30.5,12.2,9.2,5.3,5.1,0.0,1.0,0.0,0.9,0.3,8.7
ROOSEVELT ISD,152908,'152,N,N, ,Other Central City Suburban,Rural-Distant,N,D,42,'17,LUBBOCK,11.8,1175.0,179.5,2.7,0.3,0.0,59.6,0.2,35.2,2.0,73.5,99.8,15.2,8.7,6.1,6.1,1.9,0.7,0.0,2.8,6.6,4.3
SHALLOWATER ISD,152909,'152,N,N, ,Other Central City Suburban,Town-Fringe,N,D,31,'17,LUBBOCK,12.4,1762.0,265.8,0.7,0.4,0.1,31.0,0.3,66.5,1.1,38.0,41.3,9.4,13.1,3.0,3.0,1.4,0.0,0.0,2.0,0.2,6.2
IDALOU ISD,152910,'152,N,N, ,Other Central City Suburban,Rural-Distant,N,D,42,'17,LUBBOCK,11.8,988.0,139.3,0.1,0.3,0.3,39.4,0.0,58.3,1.6,33.7,41.5,12.1,12.2,2.1,2.2,0.3,0.0,0.1,4.4,0.0,7.1
O'DONNELL ISD,153903,'153,N,N, ,Rural,Rural-Remote,N,H,43,'17,LYNN,8.2,288.0,61.2,0.0,0.0,0.0,64.2,0.0,34.4,1.4,67.7,100.0,14.9,12.8,5.9,5.9,0.0,0.0,1.7,0.7,0.0,11.8
TAHOKA ISD,153904,'153,N,N, ,Rural,Town-Distant,N,H,32,'17,LYNN,9.7,595.0,127.0,1.7,0.3,0.0,58.5,0.0,37.5,2.0,57.8,100.0,16.8,10.6,2.2,2.5,2.4,0.0,0.2,1.5,0.5,7.9
NEW HOME ISD,153905,'153,N,N, ,Non-metropolitan Fast Growing,Rural-Distant,N,F,42,'17,LYNN,12.0,626.0,82.0,0.0,0.0,0.2,21.4,0.0,76.8,1.6,12.6,100.0,5.8,9.7,1.9,1.9,0.0,0.0,0.0,0.6,0.0,7.7
WILSON ISD,153907,'153,N,N, ,Rural,Rural-Distant,N,H,42,'17,LYNN,7.5,125.0,30.2,4.8,0.0,0.0,72.0,0.0,21.6,1.6,74.4,100.0,17.6,3.2,7.2,7.2,0.0,0.0,2.4,1.6,0.0,12.0
MADISONVILLE CISD,154901,'154,N,N, ,Non-metropolitan Stable,Town-Distant,N,G,32,'06,MADISON,13.9,2431.0,314.4,15.3,0.1,0.6,37.7,0.1,42.4,3.8,73.4,100.0,10.6,5.6,17.6,17.6,0.1,1.5,0.1,0.2,0.1,0.9
NORTH ZULCH ISD,154903,'154,N,N, ,Rural,Rural-Distant,N,H,42,'06,MADISON,11.5,352.0,59.4,2.6,0.0,1.4,19.0,0.0,73.9,3.1,65.9,100.0,15.1,7.4,4.5,4.8,2.6,0.3,0.0,9.1,1.7,3.1
JEFFERSON ISD,155901,'155,N,N, ,Non-metropolitan Stable,Rural-Distant,N,G,42,'08,MARION,10.8,1132.0,225.8,29.1,0.4,0.5,7.2,0.0,58.2,4.5,72.3,100.0,20.1,19.1,1.3,1.3,1.9,0.0,0.0,0.2,0.0,5.9
STANTON ISD,156902,'156,N,N, ,Other Central City Suburban,Rural-Distant,N,D,42,'18,MARTIN,11.9,1081.0,174.2,0.6,0.6,0.3,66.2,0.1,31.4,0.7,52.2,67.5,11.7,9.3,9.3,10.3,0.0,0.0,0.0,0.0,0.7,5.6
GRADY ISD,156905,'156,N,N, ,Rural,Rural-Distant,N,H,42,'18,MARTIN,11.9,258.0,41.7,0.0,0.0,0.8,29.1,0.0,69.8,0.4,18.6,100.0,4.7,16.3,5.4,5.4,0.0,0.0,0.0,0.0,0.0,14.0
MASON ISD,157901,'157,N,N, ,Rural,Rural-Remote,N,H,43,'15,MASON,10.2,709.0,123.5,0.0,0.0,0.1,36.5,0.0,61.9,1.4,47.2,100.0,11.4,11.0,10.7,10.7,1.7,3.5,0.0,2.0,0.3,16.1
BAY CITY ISD,158901,'158,N,N, ,Independent Town,Town-Distant,N,E,32,'03,MATAGORDA,15.8,3579.0,550.4,14.4,0.1,0.7,66.3,0.1,15.9,2.6,79.9,100.0,12.2,4.5,14.5,16.8,2.0,1.0,0.2,0.6,0.4,1.3
TIDEHAVEN ISD,158902,'158,N,N, ,Non-metropolitan Stable,Rural-Distant,N,G,42,'03,MATAGORDA,14.0,1045.0,157.1,2.5,0.5,0.0,55.9,0.1,40.0,1.1,62.8,73.8,10.7,7.4,9.3,9.7,0.0,0.4,0.0,0.7,0.0,6.9
MATAGORDA ISD,158904,'158,N,N, ,Rural,Rural-Remote,N,H,43,'03,MATAGORDA,6.8,89.0,24.9,0.0,0.0,0.0,34.8,0.0,59.6,5.6,68.5,100.0,13.5,11.2,6.7,6.7,3.4,0.0,0.0,0.0,0.0,5.6
PALACIOS ISD,158905,'158,N,N, ,Non-metropolitan Stable,Town-Remote,N,G,33,'03,MATAGORDA,12.6,1300.0,214.0,0.9,0.1,4.1,72.6,0.0,20.7,1.6,69.8,100.0,14.2,3.1,18.2,18.2,0.2,1.2,0.3,2.1,0.3,6.7
VAN VLECK ISD,158906,'158,N,N, ,Non-metropolitan Stable,Rural-Fringe,N,G,41,'03,MATAGORDA,13.4,1071.0,167.8,7.7,0.3,0.1,36.5,0.1,51.4,3.9,55.9,44.2,11.4,9.2,3.5,3.5,2.6,0.3,0.0,1.3,0.2,9.2
EAGLE PASS ISD,159901,'159,N,N, ,Other Central City Suburban,Town-Remote,N,D,33,'20,MAVERICK,17.4,13935.0,1825.6,0.1,1.6,0.1,97.1,0.0,0.9,0.1,82.3,100.0,11.6,5.8,44.8,45.8,0.4,1.3,1.6,0.2,0.0,6.1
BRADY ISD,160901,'160,N,N, ,Non-metropolitan Stable,Rural-Fringe,N,G,41,'15,MCCULLOCH,12.2,956.0,166.1,0.8,0.0,0.6,38.8,0.0,57.6,2.1,65.7,100.0,14.3,11.0,3.2,3.2,1.5,0.0,0.0,2.2,1.0,8.6
ROCHELLE ISD,160904,'160,N,N, ,Rural,Rural-Distant,N,H,42,'15,MCCULLOCH,10.9,211.0,44.1,0.9,0.9,0.0,27.0,0.0,69.2,1.9,54.5,100.0,12.8,21.3,0.0,0.0,0.0,0.0,0.0,1.4,3.3,5.7
LOHN ISD,160905,'160,N,N, ,Rural,Rural-Remote,N,H,43,'15,MCCULLOCH,9.2,131.0,30.6,0.0,0.0,0.0,38.2,0.0,58.8,3.1,80.2,100.0,19.1,12.2,0.0,0.8,3.1,0.0,0.0,0.0,0.0,3.8
WACO CHARTER SCHOOL,161801,'161,Y,N, ,Charter Schools,City-Midsize,Y,I,12,'12,MCLENNAN,9.8,175.0,31.9,24.0,0.0,0.0,71.4,0.0,1.1,3.4,85.7,100.0,22.3,9.7,32.6,32.6,6.3,0.0,0.0,0.0,6.9,1.7
RAPOPORT ACADEMY PUBLIC SCHOOL,161802,'161,Y,N, ,Charter Schools,City-Midsize,Y,I,12,'12,MCLENNAN,10.8,859.0,163.8,33.2,0.0,0.5,45.9,0.0,16.5,4.0,73.5,100.0,17.7,13.5,8.7,8.8,2.2,0.3,0.0,3.7,0.9,0.0
HARMONY PUBLIC SCHOOLS - NORTH TEXAS,161807,'161,Y,N, ,Charter Schools,Suburb-Large,Y,I,21,'12,MCLENNAN,15.1,10249.0,1069.3,26.1,0.4,13.6,43.1,0.1,13.9,2.8,67.8,100.0,11.3,3.9,30.5,31.6,0.3,0.1,0.0,0.1,0.1,10.0
